var,bias,mae,rmse,nrmse_percent,rmse_first_24h,rmse_last_24h,rmse_growth_last_vs_first
sst,0.07844067958939442,0.6548666933045745,0.8804934168705169,2.632975590001056,0.6222915019919981,1.0709008797097581,1.7208990903487038
sss,-0.01797760598689143,0.1677072036399463,0.31229925307836076,0.9328490695819672,0.18956208297823807,0.40375637471029324,2.1299426993353143
ssu,-0.006334815470923906,0.05355395199820356,0.07608232081158835,2.792011626333346,0.061364104245596775,0.08458155190541013,1.3783555214444336
ssv,-0.008008296095625833,0.05881313483953585,0.08360996617437255,2.8771494226844148,0.06127124522177169,0.09580933016028122,1.56369157854551
